step,time,dt,maps,lines,max_per_line,rejected,rejected_pct,truncated,drawn,maps_per_sec
9326,0.000107897489,1.137938513e-08,291,307200,1,65084,99.55487572,0,65375,25572559209.093224
9327,0.0001079088684,1.13800971e-08,300,307200,2,65071,99.54108091,0,65371,26361813731.800232
9328,0.0001079202485,1.13808627e-08,298,307200,1,65070,99.54411945,0,65368,26184306748.556065
9329,0.0001079316294,1.138166395e-08,303,307200,2,65062,99.53644917,0,65365,26621766494.87178
9330,0.0001079430111,1.138248378e-08,319,307200,1,65046,99.51197124,0,65365,28025517643.215126
9331,0.0001079543935,1.138330786e-08,312,307200,2,65052,99.52267303,0,65364,27408553281.45364
9332,0.0001079657768,1.138412446e-08,289,307200,2,65076,99.55786736,0,65365,25386229833.963005
9333,0.000107977161,1.138492431e-08,316,307200,2,65044,99.51652387,0,65360,27756003588.222363
9334,0.0001079885459,1.138569983e-08,307,307200,2,65048,99.53025782,0,65355,26963647784.83713
9335,0.0001079999316,1.138644485e-08,329,307200,1,65024,99.49658011,0,65353,28894005489.34288
9336,0.000108011318,1.138715444e-08,318,307200,2,65032,99.51338944,0,65350,27926204186.969822
9337,0.0001080227052,1.138777966e-08,324,307200,1,65028,99.50422328,0,65352,28451551546.792046
9338,0.000108034093,1.138835885e-08,295,307200,2,65060,99.54861908,0,65355,25903644580.009
9339,0.0001080454813,1.138891742e-08,314,307200,2,65044,99.51956914,0,65358,27570662638.09998
9340,0.0001080568702,1.138946469e-08,316,307200,2,65041,99.51650168,0,65357,27744938730.74205
9341,0.0001080682597,1.139000103e-08,310,307200,2,65045,99.52566751,0,65355,27216854430.784893
9342,0.0001080796497,1.139052236e-08,300,307200,2,65049,99.54092641,0,65349,26337685886.426723
9343,0.0001080910402,1.139102328e-08,320,307200,1,65030,99.510329,0,65350,28092296199.749317
9344,0.0001081024313,1.139148473e-08,321,307200,2,65035,99.50884387,0,65356,28178943097.262093
9345,0.0001081138227,1.139192974e-08,349,307200,1,65012,99.46604244,0,65361,30635722653.254353
9346,0.0001081252147,1.13923435e-08,293,307200,1,65063,99.55168615,0,65356,25719027871.657837
9347,0.000108136607,1.139271644e-08,290,307200,2,65070,99.55630355,0,65360,25454859824.45816
9348,0.0001081479997,1.139304041e-08,292,307200,1,65068,99.55324357,0,65360,25629681761.130524
9349,0.0001081593928,1.139330891e-08,322,307200,1,65031,99.50729117,0,65353,28262202187.582043
9350,0.0001081707861,1.139351766e-08,309,307200,2,65040,99.5271542,0,65349,27120684692.913357
9351,0.0001081821796,1.139366519e-08,291,307200,2,65054,99.55467136,0,65345,25540508269.051567
9352,0.0001081935733,1.139374958e-08,296,307200,1,65045,99.54699193,0,65341,25979156196.2695
9353,0.000108204967,1.139377647e-08,296,307200,2,65043,99.54697807,0,65339,25979094883.893227
9354,0.0001082163608,1.13937525e-08,315,307200,2,65018,99.51785468,0,65333,27646730082.999435
9355,0.0001082277545,1.139368544e-08,313,307200,2,65013,99.52086459,0,65326,27471356976.483284
9356,0.0001082391482,1.13936069e-08,291,307200,1,65032,99.55452138,0,65323,25540638934.98028
9357,0.0001082505418,1.139343209e-08,315,307200,1,65002,99.51773658,0,65317,27647507573.81308
9358,0.0001082619353,1.139319493e-08,286,307200,2,65010,99.56199461,0,65296,25102704005.082794
9359,0.0001082733285,1.139291815e-08,309,307200,1,64980,99.52671966,0,65289,27122111818.208755
9360,0.0001082847214,1.139262575e-08,293,307200,1,64985,99.55115046,0,65278,25718390687.941277
9361,0.000108296114,1.139236172e-08,295,307200,1,64980,99.54806588,0,65275,25894542962.247166
9362,0.0001083075064,1.139204164e-08,332,307200,2,64936,99.49132806,0,65268,29143151903.015694
9363,0.0001083188984,1.139176883e-08,297,307200,2,64965,99.54491128,0,65262,26071456016.37002
9364,0.0001083302902,1.139157463e-08,296,307200,2,64965,99.54643662,0,65261,25984116297.71327
9365,0.0001083416818,1.13915418e-08,298,307200,1,64958,99.54333701,0,65256,26159760042.314903
9366,0.0001083530733,1.139156081e-08,308,307200,1,64946,99.52799828,0,65254,27037559219.24451
9367,0.0001083644649,1.139165546e-08,329,307200,2,64916,99.4957468,0,65245,28880789201.81808
9368,0.0001083758565,1.139182931e-08,295,307200,2,64940,99.54778876,0,65235,25895753172.937946
9369,0.0001083872483,1.139209321e-08,309,307200,2,64923,99.52630611,0,65232,27124075822.058693
9370,0.0001083986404,1.139236315e-08,342,307200,1,64885,99.47567725,0,65227,30020110445.654114
9371,0.0001084100328,1.139269733e-08,320,307200,2,64904,99.50938305,0,65224,28088168300.351044
9372,0.0001084214255,1.139302204e-08,283,307200,1,64935,99.56607072,0,65218,24839765867.774975
9373,0.0001084328185,1.1393386e-08,291,307200,1,64921,99.55376311,0,65212,25541134128.168747
9374,0.0001084442119,1.139379117e-08,308,307200,2,64896,99.52763634,0,65204,27032266556.804028
9375,0.0001084556057,1.139423046e-08,295,307200,2,64902,99.54752519,0,65197,25890296061.29276
9376,0.0001084669999,1.139468841e-08,275,307200,1,64921,99.57819498,0,65196,24134051770.881203
9377,0.0001084783946,1.139515187e-08,309,307200,1,64890,99.52606635,0,65199,27116795241.097565
9378,0.0001084897898,1.139560907e-08,293,307200,2,64902,99.55057903,0,65195,25711657727.128403
9379,0.0001085011854,1.139605087e-08,310,307200,2,64885,99.52450341,0,65195,27202405775.150772
9380,0.0001085125814,1.139647006e-08,302,307200,1,64897,99.53680271,0,65199,26499433457.029587
9381,0.0001085239779,1.139686115e-08,274,307200,1,64923,99.57973526,0,65197,24041707308.15651
9382,0.0001085353748,1.139721863e-08,277,307200,1,64916,99.57510776,0,65193,24304175342.471252
9383,0.000108546772,1.139753313e-08,314,307200,2,64880,99.51836059,0,65194,27549821212.934696
9384,0.0001085581695,1.139781382e-08,310,307200,1,64880,99.52446694,0,65190,27198198259.392166
9385,0.0001085695673,1.139806234e-08,349,307200,2,64841,99.46464182,0,65190,30619239445.2196
9386,0.0001085809654,1.139829987e-08,291,307200,1,64898,99.55360567,0,65189,25530123204.242386
9387,0.0001085923637,1.139848728e-08,298,307200,1,64888,99.54284662,0,65186,26143820024.51118
9388,0.0001086037622,1.139867323e-08,279,307200,1,64909,99.57200712,0,65188,24476532871.01029
9389,0.0001086151608,1.139884107e-08,300,307200,1,64885,99.53977142,0,65185,26318465022.690243
9390,0.0001086265597,1.13989875e-08,318,307200,2,64863,99.51212777,0,65181,27897214555.240105
9391,0.0001086379587,1.139910851e-08,335,307200,1,64838,99.48598346,0,65173,29388263100.234318
9392,0.0001086493578,1.139920585e-08,301,307200,1,64861,99.53807434,0,65162,26405348228.71016
9393,0.000108660757,1.139928827e-08,282,307200,2,64877,99.56721251,0,65159,24738386583.498516
9394,0.0001086721563,1.139935658e-08,299,307200,1,64858,99.5411084,0,65157,26229550580.47671
9395,0.0001086835556,1.139941064e-08,288,307200,1,64847,99.55784141,0,65135,25264464023.20322
9396,0.000108694955,1.139944995e-08,308,307200,1,64826,99.52712869,0,65134,27018847519.041916
9397,0.0001087063545,1.139947405e-08,293,307200,2,64832,99.55009597,0,65125,25702940215.912857
9398,0.000108717754,1.139948273e-08,296,307200,2,64830,99.54549642,0,65126,25966090480.66868
9399,0.0001087291534,1.139947698e-08,301,307200,2,64814,99.53774092,0,65115,26404720192.697823
9400,0.0001087405529,1.139947791e-08,319,307200,2,64793,99.51007495,0,65112,27983737721.897125
9401,0.0001087519524,1.139934139e-08,318,307200,1,64786,99.51155075,0,65104,27896348492.46321
9402,0.0001087633517,1.13991885e-08,296,307200,1,64808,99.54534284,0,65104,25966760704.062397
9403,0.0001087747509,1.139906198e-08,294,307200,1,64801,99.54835241,0,65095,25791595880.067318
9404,0.00010878615,1.139897869e-08,307,307200,1,64783,99.52834537,0,65090,26932237382.751
9405,0.000108797549,1.139893781e-08,299,307200,1,64790,99.54062898,0,65089,26230514192.093834
9406,0.0001088089479,1.139893111e-08,283,307200,2,64807,99.56521739,0,65090,24826889229.26564
9407,0.0001088203468,1.139894929e-08,269,307200,2,64818,99.58670702,0,65087,23598666259.177647
9408,0.0001088317458,1.139898416e-08,278,307200,2,64804,99.57284656,0,65082,24388138109.317276
9409,0.0001088431448,1.139902564e-08,290,307200,1,64786,99.5543672,0,65076,25440770918.38176
9410,0.0001088545438,1.139906615e-08,305,307200,2,64770,99.53131003,0,65075,26756577774.57498
9411,0.0001088659429,1.139910238e-08,315,307200,2,64758,99.51592827,0,65073,27633754790.4364
9412,0.000108877342,1.139912904e-08,298,307200,2,64783,99.54210906,0,65081,26142348152.59184
9413,0.0001088887411,1.13991426e-08,307,307200,2,64763,99.5282004,0,65070,26931850120.025692
9414,0.0001089001402,1.139914114e-08,286,307200,2,64774,99.56040578,0,65060,25089609514.21293
9415,0.0001089115394,1.139920749e-08,303,307200,1,64755,99.53426174,0,65058,26580795223.3353
9416,0.0001089229386,1.139907095e-08,299,307200,1,64754,99.54037477,0,65053,26230207822.331345
9417,0.0001089343377,1.13988577e-08,314,307200,1,64735,99.51728697,0,65049,27546619868.761063
9418,0.0001089457365,1.139860219e-08,299,307200,1,64741,99.5402829,0,65040,26231286522.33454
9419,0.0001089571351,1.139833607e-08,275,307200,1,64757,99.57713126,0,65032,24126328466.81805
9420,0.0001089685335,1.139808764e-08,297,307200,2,64733,99.54328771,0,65030,26057002664.001274
9421,0.0001089799315,1.139787889e-08,328,307200,1,64702,99.49561741,0,65030,28777284191.69051
9422,0.0001089913294,1.139772499e-08,318,307200,1,64720,99.51105508,0,65038,27900304690.54158
9423,0.0001090027271,1.13976343e-08,319,307200,2,64719,99.50951751,0,65038,27988264196.193768
9424,0.0001090141248,1.139769845e-08,323,307200,2,64712,99.50334435,0,65035,28339054715.03328
9425,0.0001090255225,1.139764842e-08,306,307200,1,64726,99.52946242,0,65032,26847643366.770912
9426,0.0001090369201,1.139760364e-08,301,307200,1,64727,99.53712247,0,65028,26409060141.69835
9427,0.0001090483177,1.139759623e-08,272,307200,1,64746,99.58165431,0,65018,23864681158.30069
9428,0.0001090597153,1.139767254e-08,277,307200,1,64741,99.57396413,0,65018,24303207433.611706
9429,0.000109071113,1.139782547e-08,308,307200,2,64711,99.52629231,0,65019,27022698391.959145
9430,0.0001090825108,1.139805845e-08,302,307200,2,64713,99.53549181,0,65015,26495740596.94351
9431,0.0001090939089,1.139837446e-08,316,307200,1,64696,99.51393589,0,65012,27723251338.068428
9432,0.0001091053073,1.139876751e-08,293,307200,1,64718,99.54930704,0,65011,25704533384.24129
9433,0.000109116706,1.139923232e-08,314,307200,2,64692,99.51696766,0,65006,27545714587.208275
9434,0.0001091281053,1.139978655e-08,301,307200,2,64704,99.5369587,0,65005,26404003152.14674
9435,0.000109139505,1.1400324e-08,314,307200,2,64693,99.51697509,0,65007,27543076845.886135
9436,0.0001091509054,1.140090132e-08,314,307200,2,64694,99.51698253,0,65008,27541682116.76092
9437,0.0001091623063,1.140152277e-08,284,307200,2,64726,99.56314413,0,65010,24908953455.521626
9438,0.0001091737078,1.140217891e-08,310,307200,2,64696,99.52312094,0,65006,27187785987.827477
9439,0.00010918511,1.140285657e-08,312,307200,1,64697,99.52006645,0,65009,27361564892.506577
9440,0.0001091965128,1.140356222e-08,301,307200,2,64706,99.53697294,0,65007,26395260901.202854
9441,0.0001092079164,1.140421077e-08,319,307200,1,64692,99.50931381,0,65011,27972124194.614475
9442,0.0001092193206,1.140483873e-08,294,307200,2,64714,99.54774797,0,65008,25778531986.308937
9443,0.0001092307254,1.140544906e-08,294,307200,1,64715,99.54775493,0,65009,25777152521.866596
9444,0.0001092421309,1.140603599e-08,307,307200,1,64702,99.5277577,0,65009,26915573497.151485
9445,0.0001092535369,1.140607782e-08,345,307200,2,64655,99.46923077,0,65000,30247031928.456543
9446,0.000109264943,1.140587537e-08,339,307200,2,64658,99.47843747,0,64997,29721524127.086792
9447,0.0001092763489,1.140565676e-08,308,307200,2,64681,99.52607364,0,64989,27004144213.787476
9448,0.0001092877545,1.140545474e-08,313,307200,1,64674,99.51836521,0,64987,27443009256.113182
9449,0.00010929916,1.140526029e-08,297,307200,1,64689,99.54297849,0,64986,26040615685.062984
9450,0.0001093105653,1.140507047e-08,305,307200,2,64677,99.53063925,0,64982,26742491491.155163
9451,0.0001093219703,1.140488062e-08,293,307200,1,64687,99.54909203,0,64980,25690755542.516148
9452,0.0001093333752,1.140469768e-08,283,307200,2,64695,99.56446797,0,64978,24814335981.591755
9453,0.0001093447799,1.140452321e-08,300,307200,2,64673,99.53826974,0,64973,26305352225.242214
9454,0.0001093561844,1.140435935e-08,314,307200,1,64654,99.51668514,0,64968,27533330927.528164
9455,0.0001093675888,1.140421012e-08,333,307200,1,64630,99.48740052,0,64963,29199742594.711155
9456,0.000109378993,1.140410586e-08,294,307200,2,64665,99.54740683,0,64959,25780188610.0696
9457,0.0001093903971,1.140391847e-08,305,307200,2,64650,99.53044415,0,64955,26745192961.731163
9458,0.000109401801,1.140373374e-08,299,307200,1,64634,99.53952536,0,64933,26219482742.851204
9459,0.0001094132048,1.140364259e-08,295,307200,1,64635,99.54566456,0,64930,25868927202.145855
9460,0.0001094246084,1.140349572e-08,319,307200,1,64614,99.50872438,0,64933,27973878171.456005
9461,0.0001094360119,1.140334538e-08,327,307200,2,64601,99.4963652,0,64928,28675795488.3587
9462,0.0001094474152,1.140320981e-08,332,307200,2,64595,99.48865649,0,64927,29114609441.70771
9463,0.0001094588184,1.140308851e-08,300,307200,2,64625,99.53792838,0,64925,26308661880.236515
9464,0.0001094702215,1.140297295e-08,297,307200,1,64624,99.54252091,0,64921,26045839212.48362
9465,0.0001094816245,1.14028535e-08,302,307200,2,64615,99.53479058,0,64917,26484598789.24166
9466,0.0001094930274,1.140272125e-08,314,307200,1,64595,99.51624582,0,64909,27537286329.78729
9467,0.0001095044301,1.140261155e-08,302,307200,1,64602,99.5346974,0,64904,26485160761.264378
9468,0.0001095158327,1.140241273e-08,323,307200,2,64574,99.50228824,0,64897,28327338051.02317
9469,0.0001095272351,1.140217695e-08,297,307200,2,64595,99.54231646,0,64892,26047657504.561005
9470,0.0001095386373,1.140186626e-08,307,307200,2,64581,99.52687708,0,64888,26925416681.742416
9471,0.0001095500391,1.140153851e-08,294,307200,1,64594,99.5469116,0,64888,25785993683.408607
9472,0.0001095614407,1.14012084e-08,303,307200,2,64566,99.53290478,0,64869,26576130298.6094
9473,0.0001095728419,1.140050484e-08,270,307200,1,64584,99.58368027,0,64854,23683161736.195538
9474,0.0001095842424,1.139970703e-08,306,307200,2,64535,99.52807637,0,64841,26842795099.44564
9475,0.0001095956421,1.139887165e-08,309,307200,2,64518,99.52334675,0,64827,27107946250.10099
9476,0.000109607041,1.139801908e-08,272,307200,2,64544,99.58035053,0,64816,23863795813.19318
9477,0.000109618439,1.139715797e-08,318,307200,2,64491,99.50932741,0,64809,27901692758.585148
9478,0.0001096298362,1.139631484e-08,341,307200,2,64467,99.47383039,0,64808,29921953261.866886
9479,0.0001096412325,1.139548407e-08,289,307200,1,64496,99.55390908,0,64785,25360923522.400223
9480,0.000109652628,1.139466751e-08,303,307200,1,64474,99.53224138,0,64777,26591385815.697224
9481,0.0001096640226,1.139386705e-08,292,307200,2,64457,99.54902778,0,64749,25627822294.099876
9482,0.0001096754165,1.139311195e-08,306,307200,2,64438,99.52736933,0,64744,26858333468.758728
9483,0.0001096868096,1.139235443e-08,293,307200,2,64439,99.54736452,0,64732,25719003196.427063
9484,0.000109698202,1.139161258e-08,310,307200,2,64411,99.521021,0,64721,27213004113.593197
9485,0.0001097095936,1.139088521e-08,289,307200,1,64408,99.55330232,0,64697,25371162527.938423
9486,0.0001097209845,1.139020158e-08,316,307200,2,64371,99.51149381,0,64687,27743143769.7172
9487,0.0001097323747,1.138955206e-08,299,307200,1,64366,99.53761695,0,64665,26252129884.02636
9488,0.0001097437642,1.138893278e-08,295,307200,2,64366,99.54377445,0,64661,25902339200.565548
9489,0.0001097551531,1.138834024e-08,328,307200,2,64328,99.49269983,0,64656,28801387479.44538
9490,0.0001097665415,1.138777202e-08,295,307200,2,64355,99.54369683,0,64650,25904979436.003845
9491,0.0001097779293,1.138722723e-08,319,307200,2,64322,99.50650516,0,64641,28013843366.50319
9492,0.0001097893165,1.138670595e-08,271,307200,1,64363,99.58071603,0,64634,23799683700.44719
9493,0.0001098007032,1.138624447e-08,279,307200,2,64347,99.56828521,0,64626,24503250455.854652
9494,0.0001098120894,1.138578769e-08,317,307200,2,64288,99.5093259,0,64605,27841727654.76887
9495,0.0001098234752,1.138535595e-08,297,307200,2,64298,99.54021209,0,64595,26086140943.18237
9496,0.0001098348606,1.138495558e-08,287,307200,1,64304,99.55566565,0,64591,25208706172.220306
9497,0.0001098462455,1.138458618e-08,300,307200,2,64285,99.53549586,0,64585,26351418949.862965
9498,0.0001098576301,1.138422304e-08,274,307200,2,64308,99.57573318,0,64582,24068397029.578926
9499,0.0001098690143,1.138388273e-08,290,307200,2,64287,99.5509237,0,64577,25474612386.489334
9500,0.0001098803982,1.138357506e-08,306,307200,2,64265,99.52610305,0,64571,26880834745.42487
9501,0.0001098917818,1.138330597e-08,292,307200,2,64271,99.54772858,0,64563,25651598996.771935
9502,0.0001099031651,1.138307814e-08,305,307200,1,64252,99.5275493,0,64557,26794158508.693153
9503,0.0001099145482,1.138292274e-08,308,307200,2,64244,99.52286529,0,64552,27058077001.408165
9504,0.0001099259311,1.138274544e-08,283,307200,2,64263,99.561553,0,64546,24862191770.142933
9505,0.0001099373138,1.138261187e-08,284,307200,1,64256,99.55996281,0,64540,24950336815.797974
9506,0.0001099486965,1.13825341e-08,291,307200,2,64244,99.54908189,0,64535,25565484578.693245
9507,0.000109960079,1.138250451e-08,290,307200,1,64237,99.55057573,0,64527,25477696911.538494
9508,0.0001099714615,1.138252837e-08,303,307200,1,64218,99.53038546,0,64521,26619744765.898613
9509,0.000109982844,1.138260269e-08,284,307200,2,64239,99.55984688,0,64523,24950356938.093216
9510,0.0001099942266,1.138274811e-08,321,307200,1,64196,99.50245672,0,64517,28200571329.343067
9511,0.0001100056094,1.138282799e-08,316,307200,2,64192,99.51013828,0,64508,27761115276.23989
9512,0.0001100169922,1.138293753e-08,289,307200,2,64214,99.55195882,0,64503,25388876925.515377
9513,0.0001100283751,1.138310152e-08,323,307200,2,64178,99.49923257,0,64501,28375394828.24537
9514,0.0001100397582,1.138332134e-08,278,307200,1,64219,99.5689722,0,64497,24421694837.26443
9515,0.0001100511416,1.138358967e-08,258,307200,1,64242,99.6,0,64500,22664204128.85455
9516,0.0001100625252,1.138389728e-08,309,307200,1,64190,99.52092281,0,64499,27143604022.400314
9517,0.0001100739091,1.138423476e-08,308,307200,2,64193,99.52248802,0,64501,27054958589.0655
9518,0.0001100852933,1.138464011e-08,273,307200,1,64223,99.57671794,0,64496,23979677650.08252
9519,0.0001100966779,1.138497944e-08,307,307200,1,64186,99.52397935,0,64493,26965353922.501244
9520,0.0001101080629,1.138529909e-08,299,307200,2,64192,99.53636942,0,64491,26261936347.60279
9521,0.0001101194482,1.138560813e-08,295,307200,1,64196,99.54257183,0,64491,25909902802.88173
9522,0.0001101308338,1.138591561e-08,315,307200,2,64174,99.5115446,0,64489,27665759240.595673
9523,0.0001101422197,1.138623059e-08,316,307200,2,64153,99.50984194,0,64469,27752819293.641235
9524,0.000110153606,1.13865615e-08,300,307200,2,64152,99.53453733,0,64452,26346847553.58323
9525,0.0001101649925,1.138691486e-08,307,307200,2,64146,99.52368392,0,64453,26960770654.25604
9526,0.0001101763794,1.13872956e-08,284,307200,2,64166,99.55934833,0,64450,24940074445.770954
9527,0.0001101877667,1.138770325e-08,310,307200,1,64134,99.5189622,0,64444,27222346174.15061
9528,0.0001101991544,1.138813704e-08,300,307200,2,64135,99.53441453,0,64435,26343202487.48956
9529,0.0001102105426,1.138859501e-08,308,307200,2,64128,99.52200633,0,64436,27044600297.890476
9530,0.0001102219312,1.138907444e-08,280,307200,2,64153,99.56544007,0,64433,24584965308.208134
9531,0.0001102333202,1.138957224e-08,289,307200,2,64149,99.55150687,0,64438,25374087271.252953
9532,0.0001102447098,1.139008499e-08,324,307200,2,64114,99.4971911,0,64438,28445793010.715717
9533,0.0001102560999,1.139060926e-08,323,307200,2,64115,99.49874298,0,64438,28356692133.6041
9534,0.0001102674905,1.139114113e-08,322,307200,2,64114,99.50027935,0,64436,28267580598.39787
9535,0.0001102788817,1.139167647e-08,315,307200,1,64137,99.5112642,0,64452,27651768449.49495
9536,0.0001102902733,1.139225395e-08,286,307200,2,64163,99.55623827,0,64449,25104777443.975433
9537,0.0001103016656,1.139273522e-08,317,307200,2,64131,99.50813059,0,64448,27824749182.57602
9538,0.0001103130583,1.13932133e-08,307,307200,1,64141,99.52364697,0,64448,26945866097.319534
9539,0.0001103244515,1.139370568e-08,310,307200,1,64133,99.51895474,0,64443,27208004902.580563
9540,0.0001103358452,1.139420777e-08,291,307200,2,64149,99.54841713,0,64440,25539292057.33625
9541,0.0001103472394,1.13947101e-08,317,307200,1,64119,99.50803898,0,64436,27819926721.96197
9542,0.0001103586342,1.139520362e-08,303,307200,1,64134,99.52977327,0,64437,26590134771.10644
9543,0.0001103700294,1.139568131e-08,281,307200,2,64152,99.56388807,0,64433,24658464233.587803
9544,0.000110381425,1.139613782e-08,296,307200,1,64132,99.54057242,0,64428,25973711855.30292
9545,0.0001103928212,1.13965697e-08,291,307200,1,64132,99.54829797,0,64423,25533999059.383633
9546,0.0001104042177,1.139697633e-08,294,307200,2,64124,99.54360582,0,64418,25796315749.652874
9547,0.0001104156147,1.139722647e-08,305,307200,2,64110,99.5265078,0,64415,26760896679.80424
9548,0.0001104270119,1.13973361e-08,285,307200,2,64124,99.55751525,0,64409,25005843251.38924
9549,0.0001104384093,1.139744151e-08,300,307200,2,64106,99.53420489,0,64406,26321696824.395462
9550,0.0001104498067,1.139754912e-08,292,307200,2,64109,99.54659089,0,64401,25619543019.78915
9551,0.0001104612043,1.139765998e-08,290,307200,2,64114,99.54971741,0,64404,25443819214.54723
9552,0.0001104726019,1.139777544e-08,294,307200,1,64109,99.54349953,0,64403,25794507142.87805
9553,0.0001104839997,1.139789724e-08,292,307200,1,64108,99.54658385,0,64400,25618760535.517864
9554,0.0001104953976,1.139802724e-08,269,307200,1,64125,99.58225922,0,64394,23600575286.921318
9555,0.0001105067956,1.13981673e-08,293,307200,2,64097,99.5449604,0,64390,25705886945.52676
9556,0.0001105181938,1.139831972e-08,300,307200,1,64087,99.53406744,0,64387,26319668808.167107
9557,0.0001105295921,1.139856172e-08,294,307200,1,64094,99.54339318,0,64388,25792727821.453598
9558,0.0001105409907,1.139878606e-08,309,307200,1,64074,99.52005964,0,64383,27108149795.382683
9559,0.0001105523895,1.139902362e-08,312,307200,2,64071,99.51540003,0,64383,27370765286.65005
9560,0.0001105637885,1.139928519e-08,325,307200,2,64054,99.495177,0,64379,28510559616.94033
9561,0.0001105751878,1.139956027e-08,308,307200,2,64053,99.52144932,0,64361,27018586042.35442
9562,0.0001105865873,1.139986172e-08,292,307200,2,64071,99.5463232,0,64363,25614345785.23993
9563,0.0001105979872,1.140019026e-08,307,307200,2,64049,99.522966,0,64356,26929375124.30604
9564,0.0001106093874,1.140059518e-08,295,307200,1,64054,99.54156242,0,64349,25875842036.520763
9565,0.000110620788,1.140067888e-08,266,307200,2,64075,99.58657777,0,64341,23331943895.607735
9566,0.0001106321887,1.140075532e-08,287,307200,1,64047,99.55389063,0,64334,25173770679.607918
9567,0.0001106435894,1.140082479e-08,287,307200,1,64044,99.55386983,0,64331,25173617285.28064
9568,0.0001106549902,1.140098131e-08,307,307200,2,64019,99.52274353,0,64326,26927506646.355515
9569,0.0001106663912,1.140095013e-08,300,307200,2,64020,99.53358209,0,64320,26313596373.919056
9570,0.0001106777922,1.140085061e-08,320,307200,2,63995,99.50244888,0,64315,28068081141.184258
9571,0.000110689193,1.14007189e-08,261,307200,2,64051,99.59416594,0,64312,22893293158.907722
9572,0.0001107005937,1.140059288e-08,294,307200,1,64018,99.54285359,0,64312,25788132520.350117
9573,0.0001107119943,1.140048205e-08,306,307200,1,63999,99.52414276,0,64305,26840970290.374695
9574,0.0001107233948,1.140041109e-08,284,307200,2,64008,99.55826541,0,64292,24911382384.19436
9575,0.0001107347952,1.140039795e-08,311,307200,2,63975,99.51622437,0,64286,27279749475.762817
9576,0.0001107461956,1.140045287e-08,327,307200,2,63952,99.4912802,0,64279,28683071078.736893
9577,0.0001107575961,1.140058051e-08,283,307200,1,63996,99.55973179,0,64279,24823297353.302933
9578,0.0001107689967,1.140078113e-08,306,307200,1,63967,99.52390584,0,64273,26840266163.41156
9579,0.0001107803974,1.1401052e-08,306,307200,1,63960,99.52385398,0,64266,26839628483.406616
9580,0.0001107917985,1.140137915e-08,300,307200,2,63961,99.53315386,0,64261,26312606225.361782
9581,0.0001108031999,1.140178534e-08,301,307200,1,63951,99.53153209,0,64252,26399374398.325584
9582,0.0001108146017,1.140224196e-08,324,307200,2,63924,99.49570415,0,64248,28415464356.625526
9583,0.0001108260039,1.140273693e-08,312,307200,2,63937,99.51438933,0,64249,27361851976.006256
9584,0.0001108374066,1.140326379e-08,309,307200,1,63935,99.51902123,0,64244,27097505213.46135
9585,0.0001108488099,1.14038193e-08,332,307200,1,63908,99.48318804,0,64240,29113053378.52907
9586,0.0001108602137,1.140439596e-08,295,307200,1,63950,99.5408203,0,64245,25867218310.78899
9587,0.0001108716181,1.140497723e-08,305,307200,1,63937,99.52523271,0,64242,26742710121.131912
9588,0.0001108830231,1.140558905e-08,304,307200,2,63933,99.52675249,0,64237,26653599272.016556
9589,0.0001108944287,1.140620934e-08,295,307200,2,63941,99.54075596,0,64236,25863105893.162575
9590,0.0001109058349,1.140683019e-08,320,307200,1,63925,99.50190676,0,64245,28053367558.72229
9591,0.0001109172417,1.140744772e-08,310,307200,2,63928,99.5174196,0,64238,27175228640.89006
9592,0.0001109286492,1.140805887e-08,258,307200,2,63983,99.59838732,0,64241,22615591569.08523
9593,0.0001109400572,1.140866269e-08,307,307200,1,63934,99.52211205,0,64241,26909376527.46047
9594,0.0001109514659,1.140926072e-08,313,307200,2,63924,99.51274188,0,64237,27433854627.524017
9595,0.0001109628752,1.140984775e-08,316,307200,2,63935,99.50817886,0,64251,27695373936.957222
9596,0.000110974285,1.141041717e-08,300,307200,2,63954,99.533103,0,64254,26291764405.3149
9597,0.0001109856954,1.141096178e-08,302,307200,1,63946,99.52994646,0,64248,26465779644.38682
9598,0.0001109971064,1.141147523e-08,316,307200,1,63930,99.50814058,0,64246,27691424082.423393
9599,0.0001110085179,1.141199336e-08,336,307200,2,63907,99.47698582,0,64243,29442709034.313705
9600,0.0001110199299,1.1412441e-08,269,307200,1,63971,99.58125778,0,64240,23570768076.69805
9601,0.0001110313423,1.141283832e-08,304,307200,1,63932,99.52674513,0,64236,26636669290.869267
9602,0.0001110427551,1.141319137e-08,318,307200,2,63923,99.50498903,0,64241,27862496096.91772
9603,0.0001110541683,1.141350275e-08,294,307200,1,63945,99.5423341,0,64239,25758963434.779037
9604,0.0001110655818,1.141377627e-08,298,307200,2,63939,99.53609291,0,64237,26108799835.44657
9605,0.0001110769956,1.141401392e-08,283,307200,1,63944,99.55937534,0,64227,24794082255.68381
9606,0.0001110884096,1.141421585e-08,272,307200,2,63936,99.57637678,0,64208,23829933091.724384
9607,0.0001110998238,1.141438799e-08,314,307200,1,63896,99.5109796,0,64210,27509140242.568535
9608,0.0001111112382,1.141453469e-08,308,307200,1,63894,99.52026417,0,64202,26983141088.513348
9609,0.0001111226528,1.141465984e-08,274,307200,1,63923,99.57318878,0,64197,24004219472.21162
9610,0.0001111340674,1.141476707e-08,264,307200,2,63924,99.58870817,0,64188,23127935802.898514
